,REF_DATE,GEO,New housing price indexes,UOM,VALUE
3729,2014-07-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
3730,2014-07-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
3731,2014-07-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",98.4
3732,2014-07-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
3733,2014-07-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",88.0
3734,2014-07-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",93.1
3735,2014-07-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",92.8
3736,2014-07-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",93.8
3737,2014-07-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
3738,2014-07-01,"London, Ontario",Total (house and land),"Index, 201612=100",95.1
3739,2014-07-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",95.4
3740,2014-07-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",98.9
3741,2014-07-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",96.3
3742,2014-07-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",102.2
3743,2014-07-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",102.9
3744,2014-07-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",100.3
3745,2014-07-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",100.0
3746,2014-07-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
3747,2014-07-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",93.2
3748,2014-07-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",96.5
3749,2014-08-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",99.7
3750,2014-08-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",98.0
3751,2014-08-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",100.7
3752,2014-08-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
3753,2014-08-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
3754,2014-08-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",98.4
3755,2014-08-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
3756,2014-08-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",88.4
3757,2014-08-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",93.3
3758,2014-08-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",92.9
3759,2014-08-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",94.1
3760,2014-08-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
3761,2014-08-01,"London, Ontario",Total (house and land),"Index, 201612=100",95.2
3762,2014-08-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",95.4
3763,2014-08-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",98.9
3764,2014-08-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",96.3
3765,2014-08-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",102.0
3766,2014-08-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",103.0
3767,2014-08-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",100.8
3768,2014-08-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",100.2
3769,2014-08-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
3770,2014-08-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",93.5
3771,2014-08-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",96.3
3772,2014-09-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",99.7
3773,2014-09-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",98.3
3774,2014-09-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",100.7
3775,2014-09-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
3776,2014-09-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
3777,2014-09-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",98.2
3778,2014-09-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
3779,2014-09-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",88.6
3780,2014-09-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",93.5
3781,2014-09-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",92.9
3782,2014-09-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",94.3
3783,2014-09-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
3784,2014-09-01,"London, Ontario",Total (house and land),"Index, 201612=100",95.7
3785,2014-09-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",95.4
3786,2014-09-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",98.9
3787,2014-09-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",95.9
3788,2014-09-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",101.8
3789,2014-09-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",102.9
3790,2014-09-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",101.0
3791,2014-09-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",100.5
3792,2014-09-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
3793,2014-09-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",93.5
3794,2014-09-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",95.7
3795,2014-10-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",99.7
3796,2014-10-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",98.4
3797,2014-10-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",100.7
3798,2014-10-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
3799,2014-10-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
3800,2014-10-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",98.2
3801,2014-10-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
3802,2014-10-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",88.7
3803,2014-10-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",93.8
3804,2014-10-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",92.7
3805,2014-10-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",94.6
3806,2014-10-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
3807,2014-10-01,"London, Ontario",Total (house and land),"Index, 201612=100",95.7
3808,2014-10-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",95.3
3809,2014-10-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",98.9
3810,2014-10-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",96.1
3811,2014-10-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",101.9
3812,2014-10-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",102.9
3813,2014-10-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",101.2
3814,2014-10-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",100.5
3815,2014-10-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
3816,2014-10-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",93.8
3817,2014-10-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",95.6
3818,2014-11-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",99.9
3819,2014-11-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",98.4
3820,2014-11-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",100.9
3821,2014-11-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
3822,2014-11-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
3823,2014-11-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",98.2
3824,2014-11-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
3825,2014-11-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",88.8
3826,2014-11-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",94.3
3827,2014-11-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",92.6
3828,2014-11-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",94.8
3829,2014-11-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
3830,2014-11-01,"London, Ontario",Total (house and land),"Index, 201612=100",95.9
3831,2014-11-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",95.3
3832,2014-11-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",98.9
3833,2014-11-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",96.1
3834,2014-11-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",101.8
3835,2014-11-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",102.9
3836,2014-11-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",101.5
3837,2014-11-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",100.5
3838,2014-11-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
3839,2014-11-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",93.7
3840,2014-11-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",95.6
3841,2014-12-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",99.9
3842,2014-12-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",98.4
3843,2014-12-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",100.9
3844,2014-12-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
3845,2014-12-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
3846,2014-12-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",98.1
3847,2014-12-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
3848,2014-12-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",88.9
3849,2014-12-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",94.6
3850,2014-12-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",92.6
3851,2014-12-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",95.2
3852,2014-12-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
3853,2014-12-01,"London, Ontario",Total (house and land),"Index, 201612=100",96.5
3854,2014-12-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",95.3
3855,2014-12-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",98.9
3856,2014-12-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",96.0
3857,2014-12-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",101.8
3858,2014-12-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",102.8
3859,2014-12-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",101.6
3860,2014-12-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",100.5
3861,2014-12-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
3862,2014-12-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",93.6
3863,2014-12-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",95.6
3864,2015-01-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",99.9
3865,2015-01-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",98.4
3866,2015-01-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",100.9
3867,2015-01-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
3868,2015-01-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
3869,2015-01-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",98.2
3870,2015-01-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
3871,2015-01-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",88.9
3872,2015-01-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",94.8
3873,2015-01-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",93.2
3874,2015-01-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",95.2
3875,2015-01-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
3876,2015-01-01,"London, Ontario",Total (house and land),"Index, 201612=100",96.8
3877,2015-01-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",95.3
3878,2015-01-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",98.9
3879,2015-01-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",96.2
3880,2015-01-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",101.8
3881,2015-01-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",102.8
3882,2015-01-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",101.6
3883,2015-01-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",100.3
3884,2015-01-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
3885,2015-01-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",93.5
3886,2015-01-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",95.2
3887,2015-02-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",99.9
3888,2015-02-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",98.8
3889,2015-02-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",100.7
3890,2015-02-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
3891,2015-02-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
3892,2015-02-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",98.5
3893,2015-02-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
3894,2015-02-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",89.2
3895,2015-02-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",94.7
3896,2015-02-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",93.1
3897,2015-02-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",95.5
3898,2015-02-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
3899,2015-02-01,"London, Ontario",Total (house and land),"Index, 201612=100",96.5
3900,2015-02-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",95.3
3901,2015-02-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",98.8
3902,2015-02-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",96.3
3903,2015-02-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",101.5
3904,2015-02-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",102.8
3905,2015-02-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",101.6
3906,2015-02-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",100.5
3907,2015-02-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
3908,2015-02-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",93.5
3909,2015-02-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",95.2
3910,2015-03-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",99.9
3911,2015-03-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",98.9
3912,2015-03-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",100.8
3913,2015-03-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
3914,2015-03-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
3915,2015-03-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",98.5
3916,2015-03-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
3917,2015-03-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",89.5
3918,2015-03-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",94.8
3919,2015-03-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",93.2
3920,2015-03-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",95.5
3921,2015-03-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
3922,2015-03-01,"London, Ontario",Total (house and land),"Index, 201612=100",96.4
3923,2015-03-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",95.3
3924,2015-03-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",98.8
